,age,sibsp,parch,fare,first_class?,sex_male,embarked_C,embarked_Q,SCORE
558,39.0,1,1,79.65,1,0,0,0,0.9962834115124952
559,36.0,1,0,17.4,0,0,0,0,0.03953163754842159
561,40.0,0,0,7.8958,0,1,0,0,0.09375624159616915
562,28.0,0,0,13.5,0,1,0,0,0.09771519826419861
565,24.0,2,0,24.15,0,1,0,0,0.006945884589264968
566,19.0,0,0,7.8958,0,1,0,0,0.024587718909400078
567,29.0,0,4,21.075,0,0,0,0,0.009769246232677267
569,32.0,0,0,7.8542,0,1,0,0,0.05663399926638699
570,62.0,0,0,10.5,0,1,0,0,0.40295240406312793
571,53.0,2,0,51.4792,1,0,0,0,0.7487299898288199
572,36.0,0,0,26.3875,1,1,0,0,0.5684855032771197
574,16.0,0,0,8.05,0,1,0,0,0.020656171877202915
575,19.0,0,0,14.5,0,1,0,0,0.06441158652360425
576,34.0,0,0,13.0,0,0,0,0,0.12469885457318876
577,39.0,1,0,55.9,1,0,0,0,0.9462721472889309
579,32.0,0,0,7.925,0,1,0,0,0.05721222186236285
580,25.0,1,1,30.0,0,0,0,0,0.05197487800166254
581,39.0,1,1,110.8833,1,0,1,0,0.9999848727946254
582,54.0,0,0,26.0,0,1,0,0,0.806435117099069
583,36.0,0,0,40.125,1,1,1,0,0.957779973022857
585,18.0,0,2,79.65,1,0,0,0,0.9951992173783347
586,47.0,0,0,15.0,0,1,0,0,0.32802225159209764
587,60.0,1,1,79.2,1,1,1,0,0.9995668593598652
588,22.0,0,0,8.05,0,1,0,0,0.030607064685655213
590,35.0,0,0,7.125,0,1,0,0,0.0616837183351406
591,52.0,1,0,78.2667,1,0,1,0,0.9996299673554105
592,47.0,0,0,7.25,0,1,0,0,0.13054015428768664
594,37.0,1,0,26.0,0,1,0,0,0.1465945641135932
595,36.0,1,1,24.15,0,1,0,0,0.047388143941975776
597,49.0,0,0,0.0,0,1,0,0,0.05392668081322068
599,49.0,1,0,56.9292,1,1,1,0,0.989086762972171
600,24.0,2,1,27.0,0,0,0,0,0.004181941969287209
603,44.0,0,0,8.05,0,1,0,0,0.1217247308328863
604,35.0,0,0,26.55,1,1,1,0,0.7289398268039188
605,36.0,1,0,15.55,0,1,0,0,0.03171874698333583
606,30.0,0,0,7.8958,0,1,0,0,0.05016396224781318
607,27.0,0,0,30.5,1,1,0,0,0.5735099829079863
608,22.0,1,2,41.5792,0,0,1,0,0.1856959729832129
609,40.0,0,0,153.4625,1,0,0,0,0.9999999975423204
610,39.0,1,5,31.275,0,0,0,0,0.0048176228817317
614,35.0,0,0,8.05,0,1,0,0,0.07034891066513838
615,24.0,1,2,65.0,0,0,0,0,0.8120351612041967
616,34.0,1,1,14.4,0,1,0,0,0.009769913016913902
617,26.0,1,0,16.1,0,0,0,0,0.016948571839379895
618,4.0,2,1,39.0,0,0,0,0,0.0067467032102183026
619,26.0,0,0,10.5,0,1,0,0,0.05658538788266021
620,27.0,1,0,14.4542,0,1,1,0,0.03123821189288209
621,42.0,1,0,52.5542,1,1,0,0,0.9317860831157023
622,20.0,1,1,15.7417,0,1,1,0,0.009954231084215956
623,21.0,0,0,7.8542,0,1,0,0,0.027855731137365326
624,21.0,0,0,16.1,0,1,0,0,0.09128961673537132
625,61.0,0,0,32.3208,1,1,0,0,0.9457971326863076
626,57.0,0,0,12.35,0,1,0,1,0.30014834784955624
627,21.0,0,0,77.9583,1,0,0,0,0.9991416826307656
628,26.0,0,0,7.8958,0,1,0,0,0.0387931681934851
630,80.0,0,0,30.0,1,1,0,0,0.9777681274403548
631,51.0,0,0,7.0542,0,1,0,0,0.160161574575087
632,32.0,0,0,30.5,1,1,1,0,0.8003477966963486
634,9.0,3,2,27.9,0,0,0,0,9.321128275980529e-05
635,28.0,0,0,13.0,0,0,0,0,0.0868993332558239
636,32.0,0,0,7.925,0,1,0,0,0.05721222186236285
637,31.0,1,1,26.25,0,1,0,0,0.04663960919783248
638,41.0,0,5,39.6875,0,0,0,0,0.13344834360613098
640,20.0,0,0,7.8542,0,1,0,0,0.026091602596317712
641,24.0,0,0,69.3,1,0,1,0,0.9987709116617257
642,2.0,3,2,27.9,0,0,0,0,5.8220415688305184e-05
644,0.75,2,1,19.2583,0,0,1,0,0.0005766081819688872
645,48.0,1,0,76.7292,1,1,1,0,0.9994199659447617
646,19.0,0,0,7.8958,0,1,0,0,0.024587718909400078
647,56.0,0,0,35.5,1,1,1,0,0.9773096342048142
649,23.0,0,0,7.55,0,0,0,0,0.028820521441619302
651,18.0,0,1,23.0,0,0,0,0,0.08365362079117947
652,21.0,0,0,8.4333,0,1,0,0,0.030343368863311716
654,18.0,0,0,6.75,0,0,0,1,0.012443996130588953
655,24.0,2,0,73.5,0,1,0,0,0.9272527016357157
657,32.0,1,1,15.5,0,0,0,1,0.0064475627196882105
658,23.0,0,0,13.0,0,1,0,0,0.06691133183254633
659,58.0,0,2,113.275,1,1,1,0,0.9999991245136692
660,50.0,2,0,133.65,1,1,0,0,0.9999985505987259
661,40.0,0,0,7.225,0,1,1,0,0.1659550367176946
662,47.0,0,0,25.5875,1,1,0,0,0.7096298964060268
663,36.0,0,0,7.4958,0,1,0,0,0.06924036203253833
664,20.0,1,0,7.925,0,1,0,0,0.0034896531905636114
665,32.0,2,0,73.5,0,1,0,0,0.9561919166621375
666,25.0,0,0,13.0,0,1,0,0,0.0758122459892412
668,43.0,0,0,8.05,0,1,0,0,0.11471730757348526
670,40.0,1,1,39.0,0,0,0,0,0.3714898934867808
671,31.0,1,0,52.0,1,1,0,0,0.8569911038989677
672,70.0,0,0,10.5,0,1,0,0,0.5361188628650535
673,31.0,0,0,13.0,0,1,0,0,0.10936673533799618
675,18.0,0,0,7.775,0,1,0,0,0.022615838163298034
676,24.5,0,0,8.05,0,1,0,0,0.036007940360365406
677,18.0,0,0,9.8417,0,0,0,0,0.02917124398160513
678,43.0,1,6,46.9,0,0,0,0,0.027247612097805747
679,36.0,0,1,512.3292,1,1,1,0,1.0
681,27.0,0,0,76.7292,1,1,1,0,0.9996920807674706
682,20.0,0,0,9.225,0,1,0,0,0.03194859918113879
683,14.0,5,2,46.9,0,1,0,0,4.142090499073799e-05
684,60.0,1,1,39.0,0,1,0,0,0.7051802858622062
685,25.0,1,2,41.5792,0,1,1,0,0.22734688787892146
686,14.0,4,1,39.6875,0,1,0,0,0.0002604470424103656
687,19.0,0,0,10.1708,0,1,0,0,0.034406226968063655
688,18.0,0,0,7.7958,0,1,0,0,0.022685891223712513
689,15.0,0,1,211.3375,1,0,0,0,0.9999999999951756
690,31.0,1,0,57.0,1,1,0,0,0.9276538556476069
691,4.0,0,1,13.4167,0,0,1,0,0.017345745566948373
693,25.0,0,0,7.225,0,1,1,0,0.06766368071910184
694,60.0,0,0,26.55,1,1,0,0,0.8714806810623031
695,52.0,0,0,13.5,0,1,0,0,0.35225190591578665
696,44.0,0,0,8.05,0,1,0,0,0.1217247308328863
698,49.0,1,1,110.8833,1,1,1,0,0.9999926774025473
699,42.0,0,0,7.65,0,1,0,0,0.10233654173837457
700,18.0,1,0,227.525,1,0,1,0,0.9999999999994993
701,35.0,0,0,26.2875,1,1,0,0,0.5481560047034773
702,18.0,0,1,14.4542,0,0,1,0,0.05031942711326796
703,25.0,0,0,7.7417,0,1,0,1,0.024143514814885275
704,26.0,1,0,7.8542,0,1,0,0,0.005159211858437214
705,39.0,0,0,26.0,0,1,0,0,0.6031091906798666
706,45.0,0,0,13.5,0,0,0,0,0.24361192355132108
707,42.0,0,0,26.2875,1,1,0,0,0.6601338241695301
708,22.0,0,0,151.55,1,0,0,0,0.9999999889717018
710,24.0,0,0,49.5042,1,0,1,0,0.9756034747610411
712,48.0,1,0,52.0,1,1,0,0,0.9494812295392918
713,29.0,0,0,9.4833,0,1,0,0,0.05914949721488155
714,52.0,0,0,13.0,0,1,0,0,0.33509660501386745
715,19.0,0,0,7.65,0,1,0,0,0.023706639254133906
716,38.0,0,0,227.525,1,0,1,0,0.9999999999999831
717,27.0,0,0,10.5,0,0,0,0,0.05734190744818023
719,33.0,0,0,7.775,0,1,0,0,0.05965573856623376
720,6.0,0,1,33.0,0,0,0,0,0.15719917701363265
721,17.0,1,0,7.0542,0,1,0,0,0.002500773758363484
722,34.0,0,0,13.0,0,1,0,0,0.1306173574717058
723,50.0,0,0,13.0,0,1,0,0,0.3058274771908388
724,27.0,1,0,53.1,1,1,0,0,0.8440816041814764
725,20.0,0,0,8.6625,0,1,0,0,0.029405333340871753
726,30.0,3,0,21.0,0,0,0,0,0.0007944134223407654
728,25.0,1,0,26.0,0,1,0,0,0.07119852428947977
729,25.0,1,0,7.925,0,0,0,0,0.004626022740528644
730,29.0,0,0,211.3375,1,0,0,0,0.9999999999992275
731,11.0,0,0,18.7875,0,1,1,0,0.1411929806225616
733,23.0,0,0,13.0,0,1,0,0,0.06691133183254633
734,23.0,0,0,13.0,0,1,0,0,0.06691133183254633
735,28.5,0,0,16.1,0,1,0,0,0.14261937735541785
736,48.0,1,3,34.375,0,0,0,0,0.07779316725258678
737,35.0,0,0,512.3292,1,1,1,0,1.0
741,36.0,1,0,78.85,1,1,0,0,0.9979978728828675
742,21.0,2,2,262.375,1,0,1,0,0.9999999999999063
743,24.0,1,0,16.1,0,1,0,0,0.015645553918433103
744,31.0,0,0,7.925,0,1,0,0,0.05369160259128765
745,70.0,1,1,71.0,1,1,0,0,0.998362256837919
746,16.0,1,1,20.25,0,1,0,0,0.007111342978840216
747,30.0,0,0,13.0,0,0,0,0,0.0981793911522823
748,19.0,1,0,53.1,1,1,0,0,0.7596954368585919
749,31.0,0,0,7.75,0,1,0,1,0.0357566458314453
750,4.0,1,1,23.0,0,0,0,0,0.004584086937414007
751,6.0,0,1,12.475,0,1,0,0,0.00858909166792426
752,33.0,0,0,9.5,0,1,0,0,0.07619377685302572
753,23.0,0,0,7.8958,0,1,0,0,0.03193303586428659
754,48.0,1,2,65.0,0,0,0,0,0.9559342591647011
755,0.67,1,1,14.5,0,1,0,0,0.0010642003587956622
756,28.0,0,0,7.7958,0,1,0,0,0.043493233400810835
757,18.0,0,0,11.5,0,1,0,0,0.03918357009482077
758,34.0,0,0,8.05,0,1,0,0,0.06607656677068845
759,33.0,0,0,86.5,1,0,0,0,0.9998954802250134
761,41.0,0,0,7.125,0,1,0,0,0.08959111915131487
762,20.0,0,0,7.2292,0,1,1,0,0.04932710655733982
763,36.0,1,2,120.0,1,0,0,0,0.9999760035692011
764,16.0,0,0,7.775,0,1,0,0,0.019826584956236237
765,51.0,1,0,77.9583,1,0,0,0,0.999116998777664
767,30.5,0,0,7.75,0,0,0,1,0.03288242475751745
769,32.0,0,0,8.3625,0,1,0,0,0.06090996717279228
770,24.0,0,0,9.5,0,1,0,0,0.04309213081565059
771,48.0,0,0,7.8542,0,1,0,0,0.14969019457385838
772,57.0,0,0,10.5,0,0,0,0,0.31377601551748313
774,54.0,1,3,23.0,0,0,0,0,0.021885039561110462
775,18.0,0,0,7.75,0,1,0,0,0.02253191936680734
777,5.0,0,0,12.475,0,0,0,0,0.018370888521254784
779,43.0,0,1,211.3375,1,0,0,0,0.9999999999992657
780,13.0,0,0,7.2292,0,0,1,0,0.029813729961942
781,17.0,1,0,57.0,1,0,0,0,0.8258801826371261
782,29.0,0,0,30.0,1,1,0,0,0.5877314783834903
784,25.0,0,0,7.05,0,1,0,0,0.03211283819849496
785,25.0,0,0,7.25,0,1,0,0,0.03307214219998218
786,18.0,0,0,7.4958,0,0,0,0,0.020595733778710247
787,8.0,4,1,29.125,0,1,0,1,2.342040211440585e-05
788,1.0,1,2,20.575,0,1,0,0,0.001125231911753249
789,46.0,0,0,79.2,1,1,1,0,0.9999410514875458
791,16.0,0,0,26.0,0,1,0,0,0.24452253250875164
794,25.0,0,0,7.8958,0,1,0,0,0.03636227096414774
795,39.0,0,0,13.0,0,1,0,0,0.17374423947722614
796,49.0,0,0,25.9292,1,0,0,0,0.7363131373183829
797,31.0,0,0,8.6833,0,0,0,0,0.05694155334204133
798,30.0,0,0,7.2292,0,1,1,0,0.09226280099898997
799,30.0,1,1,24.15,0,0,0,0,0.030548347899822408
800,34.0,0,0,13.0,0,1,0,0,0.1306173574717058
801,31.0,1,1,26.25,0,0,0,0,0.04433224947102206
802,11.0,1,2,120.0,1,1,0,0,0.9998778062566991
803,0.42,0,1,8.5167,0,1,1,0,0.006895751295316758
804,27.0,0,0,6.975,0,1,0,0,0.036166221600495846
805,31.0,0,0,7.775,0,1,0,0,0.052543870837489605
806,39.0,0,0,0.0,1,1,0,0,0.028275486269407575
807,18.0,0,0,7.775,0,0,0,0,0.021470219157576843
808,39.0,0,0,13.0,0,1,0,0,0.17374423947722614
809,33.0,1,0,53.1,1,0,0,0,0.8848508415603449
810,26.0,0,0,7.8875,0,1,0,0,0.038746110906871245
811,39.0,0,0,24.15,0,1,0,0,0.5341932978725062
812,35.0,0,0,10.5,0,1,0,0,0.0989798880830437
813,6.0,4,2,31.275,0,0,0,0,1.6463772556590984e-05
814,30.5,0,0,8.05,0,1,0,0,0.0529544977028522
816,23.0,0,0,7.925,0,0,0,0,0.030461017795222593
817,31.0,1,1,37.0042,0,1,1,0,0.3485636209586937
818,43.0,0,0,6.45,0,1,0,0,0.09221771133924626
819,10.0,3,2,27.9,0,1,0,0,0.00010513551911735716
820,52.0,1,1,93.5,1,0,0,0,0.9998107769247652
821,27.0,0,0,8.6625,0,1,0,0,0.046262128928900484
822,38.0,0,0,0.0,1,1,0,0,0.026485498508808856
823,27.0,0,1,12.475,0,0,0,0,0.032616139967889216
824,2.0,4,1,39.6875,0,1,0,0,0.0001162432389824332
827,1.0,0,2,37.0042,0,1,1,0,0.1842875267437057
829,62.0,0,0,80.0,1,0,0,0,0.9999600187586773
830,15.0,1,0,14.4542,0,0,1,0,0.013461207128280308
831,0.83,1,1,18.75,0,1,0,0,0.0020514921361354096
833,23.0,0,0,7.8542,0,1,0,0,0.031737969460638754
834,18.0,0,0,8.3,0,1,0,0,0.02445030631566953
835,39.0,1,1,83.1583,1,0,1,0,0.9989739920988218
836,21.0,0,0,8.6625,0,1,0,0,0.0313862922576625
838,32.0,0,0,56.4958,0,1,0,0,0.9899218152241653
840,20.0,0,0,7.925,0,1,0,0,0.02636670859155431
841,16.0,0,0,10.5,0,1,0,0,0.029709245335969952
842,30.0,0,0,31.0,1,0,1,0,0.7819225672877869
843,34.5,0,0,6.4375,0,1,1,0,0.1086905139805822
844,17.0,0,0,8.6625,0,1,0,0,0.024163599500642268
845,42.0,0,0,7.55,0,1,0,0,0.10094740163222143
847,35.0,0,0,7.8958,0,1,1,0,0.13602450344682254
848,28.0,0,1,33.0,0,1,0,0,0.4633606392116439
850,4.0,4,2,31.275,0,1,0,0,1.5177927797583363e-05
851,74.0,0,0,7.775,0,1,0,0,0.4997780496358781
852,9.0,1,1,15.2458,0,0,1,0,0.0042020451005129475
853,16.0,0,1,39.4,1,0,0,0,0.4917083672316389
854,44.0,1,0,26.0,0,0,0,0,0.20684459213272435
855,18.0,0,1,9.35,0,0,0,0,0.011313789964917552
856,45.0,1,1,164.8667,1,0,0,0,0.9999999941633648
857,51.0,0,0,26.55,1,1,0,0,0.7873407971813673
858,24.0,0,3,19.2583,0,0,1,0,0.02699864547018354
860,41.0,2,0,14.1083,0,1,0,0,0.004738516625529748
861,21.0,1,0,11.5,0,1,0,0,0.006410825800455075
862,48.0,0,0,25.9292,1,0,0,0,0.7230527195124437
864,24.0,0,0,13.0,0,1,0,0,0.07123353276098741
865,42.0,0,0,13.0,0,0,0,0,0.1961141497279967
866,27.0,1,0,13.8583,0,0,1,0,0.02716753756857139
867,31.0,0,0,50.4958,1,1,0,0,0.9735888699390459
869,4.0,1,1,11.1333,0,1,0,0,0.0007978777802404028
870,26.0,0,0,7.8958,0,1,0,0,0.0387931681934851
871,47.0,1,1,52.5542,1,0,0,0,0.8815204298119865
872,33.0,0,0,5.0,1,1,0,0,0.03993182138348293
873,47.0,0,0,9.0,0,1,0,0,0.16383656073581163
874,28.0,1,0,24.0,0,0,1,0,0.12259938406078717
875,15.0,0,0,7.225,0,0,1,0,0.033938365211738465
876,20.0,0,0,9.8458,0,1,0,0,0.03500232033219501
877,19.0,0,0,7.8958,0,1,0,0,0.024587718909400078
879,56.0,0,1,83.1583,1,0,1,0,0.9999576554294561
880,25.0,0,1,26.0,0,0,0,0,0.18745437964589526
881,33.0,0,0,7.8958,0,1,0,0,0.060695065520432454
882,22.0,0,0,10.5167,0,0,0,0,0.04175347219144721
883,28.0,0,0,10.5,0,1,0,0,0.06420720846669056
884,25.0,0,0,7.05,0,1,0,0,0.03211283819849496
885,39.0,0,5,29.125,0,0,0,1,0.01779498515834921
886,27.0,0,0,13.0,0,1,0,0,0.08578834715047262
887,19.0,0,0,30.0,1,0,0,0,0.408313369094639
889,26.0,0,0,30.0,1,1,1,0,0.7127898546689767
890,32.0,0,0,7.75,0,1,0,1,0.03814865851875489
